CLAVE,CLAVE ALTERNA,DESCRIPCION,SERVICIO (S/N),INV_MIN,INV_MAX,PRECIO COMPRA,PRECIO 1,PRECIO 2,MAYOREO 2,PRECIO 3,MAYOREO 3,PRECIO 4,MAYOREO 4,EXIST.,PESO,CARACTERISTICAS,DEPARTAMENTO,CATEGORIA,RECETA (S/N),GRANEL (S/N),IMPUESTO (S/N)
"P 8´X 20´ E 3/4""",,"PLACA 8´X 20´(2.44 X 6.10 M) ESPESOR 3/4""(19.1 MM)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,2246.0000,,VENTAS,PLACA,N,N,S
"P 3´X 8´ E 5/8""",,"PLACA 3´X 8´(0.914 X 2.44 M) ESPESOR 5/8""(15.9 MM)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,281.0000,,VENTAS,PLACA,N,N,S
"P 3´X 10´ E 5/8""",,"PLACA 3´X 10´(0.914 X 3.05 M) ESPESOR 5/8""(15.9 MM)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,351.0000,,VENTAS,PLACA,N,N,S
"P 3´X 20´ E 5/8""",,"PLACA 3´X 20´(0.914 X 6.10 M) ESPESOR 5/8""(15.9 MM)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,696.0000,,VENTAS,PLACA,N,N,S
"P 4´X 8´ E 5/8""",,"PLACA 4´X 8´(1.22 X 2.44 M) ESPESOR 5/8""(15.9 MM)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,374.0000,,VENTAS,PLACA,N,N,S
"P 4´X 10´ E 5/8""",,"PLACA 4´X 10´(1.22 X 3.05 M) ESPESOR 5/8""(15.9 MM)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,468.0000,,VENTAS,PLACA,N,N,S
"P 4´X 20´ E 5/8""",,"PLACA 4´X 20´(1.22 X 6.10 M) ESPESOR 5(8""(15.9 MM)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,929.0000,,VENTAS,PLACA,N,N,S
"P 5´X 20´ E 5/8""",,"PLACA 5´X 20´(1.52 X 6.10 M) ESPESOR 5/8""(15.9 MM)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1170.0000,,VENTAS,PLACA,N,N,S
"P 6´X 20´ E 5/8""",,"PLACA 6´X 20´(1.83 X 6.10 M) ESPESOR 5/8""(15.9 MM)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1404.0000,,VENTAS,PLACA,N,N,S
"P 8´X 20´E 5/8""",,"PLACA 8´X 20´(2.44 X 6.10 M) ESPESOR 5/8""(15.9 MM)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1872.0000,,VENTAS,PLACA,N,N,S
"P 3´X 8´ E 1/2""",,"PLACA 3´X 8´(0.914 X 2.44 M) ESPESOR 1/2""(12.7 MM)",false,0,0,4019.4,4823.28,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,225.0000,,VENTAS,PLACA,N,N,S
"P 3´X 10´ E 1/2""",,"PLACA 3´X 10´(0.914 X 3.05 M) ESPESOR 1/2""(12.7 MM)",false,0,0,5019.784,6023.7408,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,281.0000,,VENTAS,PLACA,N,N,S
"P 3´X 20´ E 1/2""",,"PLACA 3´X 20´(0.914 X 6.10 M) ESPESOR 1/2""(12.7 MM)",false,0,0,9932.384,11918.8608,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,556.0000,,VENTAS,PLACA,N,N,S
"P 4´X 8´ E 1/2""",,"PLACA 4´X 8´(1.22 X 2.44 M) ESPESOR 1/2""(12.7 MM)",false,0,0,5254.8,6305.76,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,300.0000,,VENTAS,PLACA,N,N,S
"P 4´X 10´ E 1/2""",,"PLACA 4´X 10´(1.22 X 3.05 M) ESPESOR 1/2""(12.7 MM)",false,0,0,6550.984,7861.1808,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,374.0000,,VENTAS,PLACA,N,N,S
"P 4´X 20´ E 1/2""",,"PLACA 4´X 20´(1.22 X 6.10 M) ESPESOR 1/2""(12.7 MM)",false,0,0,12996.872,15596.2464,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,742.0000,,VENTAS,PLACA,N,N,S
"P 5´X 20´ E 1/2""",,"PLACA 5´X 20´(1.52 X 6.10 M) ESPESOR 1/2""(12.7 MM)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,936.0000,,VENTAS,PLACA,N,N,S
"P 6´X 20´ E 1/2""",,"PLACA 6´X 20´(1.83 X 6.10 M) ESPESOR 1/2""(12.7 MM)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1123.0000,,VENTAS,PLACA,N,N,S
"P 8´X 20´ E 1/2""",,"PLACA 8´X 20´(2.44 X 6.10 M) ESPESOR 1/2""(12.7 MM)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1498.0000,,VENTAS,PLACA,N,N,S
"P 3´X 8´ E 3/8""",,"PLACA 3´X 8´(0.914 X 2.44 M) ESPESOR 3/8""(9.5 MM)",false,0,0,3001.152,3601.3824,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,168.0000,,VENTAS,PLACA,N,N,S
"P 3´X 10´ E 3/8""",,"PLACA 3´X 10´(0.914 X 3.05 M) ESPESOR 3/8""(9.5 MM)",false,0,0,3769.304,4523.1648,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,211.0000,,VENTAS,PLACA,N,N,S
"P 3´X 20´ E 3/8""",,"PLACA 3´X 20´(0.914 X 6.10 M) ESPESOR 3/8""(9. 5 MM)",false,0,0,7431.424,8917.7088,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,416.0000,,VENTAS,PLACA,N,N,N
"P 4´X 8´ E 3/8""",,"PLACA 4´X 8´(1.22 X 2.44 M) ESPESOR 3/8""(9.5 MM)",false,0,0,3941.1,4729.32,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,225.0000,,VENTAS,PLACA,N,N,S
"P 4´X 10´ E 3/8""",,"PLACA 4´X 10´(1.22 X 3.05 M) ESPESOR 3/8""(9.5 MM)",false,0,0,4921.996,5906.3952,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,281.0000,,VENTAS,PLACA,N,N,S
"P 4´X 20´ E 3/8""",,"PLACA 4´X 20´(1.22 X  6.10 M) ESPESOR 3/8""(9.5 MM)",false,0,0,9721.38,11665.656,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,555.0000,,VENTAS,PLACA,N,N,S
"P 5´X 20´ E 3/8""",,"PLACA 5´X 20´(1.52 X 6.10 M) ESPESOR 3/8""(9.5 MM)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,702.0000,,VENTAS,PLACA,N,N,S
"P 6´X 20´ E 3/8""",,"PLACA 6´X 20´(1.83 X 6.10 M) ESPESOR 3/8""(9.5 MM)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,842.0000,,VENTAS,PLACA,N,N,S
"P 8´X 20´ E 3/8""",,"PLACA 8´X 20´(2.44 X 6.10 M) ESPESOR 3/8""(9.5 MM)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1123.0000,,VENTAS,PLACA,N,N,S
"P 3´X 8´ E 5/16""",,"PLACA 3´X 8´(0.914 X 2.44 M) ESPESOR 5/16""(7.9 MM)",false,0,0,2500.96,3001.152,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,140.0000,,VENTAS,PLACA,N,N,S
"P 3´X 10´ E 5/16""",,"PLACA 3´X 10´(0.914 X 3.05 M) ESPESOR 5/16""(7.9 MM)",false,0,0,3144.064,3772.8768,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,176.0000,,VENTAS,PLACA,N,N,S
"P 3´X 20´ E 5/16""",,"PLACA 3´X 20´(0.914 X 6.10 M) ESPESOR 5/16""(7.9 MM)",false,0,0,6180.944,7417.1328,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,346.0000,,VENTAS,PLACA,N,N,N
"P 4´X 8´ E 5/16""",,"PLACA 4´X 8´(1.22 X 2.44 M) ESPESOR 5/16""(7.9 MM)",false,0,0,3275.492,3930.5904,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,187.0000,,VENTAS,PLACA,N,N,S
"P 4´X 10´ E 5/16""",,"PLACA 4´X 10´(1.22 X 3.05 M) ESPESOR 5/16""(7.9 MM)",false,0,0,4098.744,4918.4928,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,234.0000,,VENTAS,PLACA,N,N,S
"P 4´X 20´ E 5/16""",,"PLACA 4´X 20´(1.22 X 6.10 M) ESPESOR 5/16""(7.9 MM)",false,0,0,8074.876,9689.8512,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,461.0000,,VENTAS,PLACA,N,N,S
"P 5´X 20´ E 5/16""",,"PLACA 5´X 20¨(1.52 X 6.10 M) ESPESOR 5/16""(7.9 M)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,585.0000,,VENTAS,PLACA,N,N,S
"P 6´X 20´ E 5/16""",,"PLACA 6´X 20´(1.83 X 6.10 M) ESPESOR 5/16""(7.9 MM)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,702.0000,,VENTAS,PLACA,N,N,S
"P 8´X 20´ E 5/16""",,"PLACA 8´X 20´(2.44 X 6.10 M) ESPESRO 5/16""(7.9 MM)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,935.0000,,VENTAS,PLACA,N,N,S
"P 3´X 8´ E 1/4""",,"PLACA 3´X 8´(0.914 X 2.44 M) ESPESOR 1/4""(6.4 MM)",false,0,0,2000.768,2400.9216,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,112.0000,,VENTAS,PLACA,N,N,S
"P 3´X 10´ E 1/4""",,"PLACA 3´X 10´(0.914 X 3.05 M) ESPESOR 1/4""(6.4 MM)",false,0,0,2500.96,3001.152,0.000000,0.000,0.000000,0.000,0.000000,0.000,-1.0000,140.0000,,VENTAS,PLACA,N,N,S
"P 3´X 20´ E 1/4""",,"PLACA 3´X 20´(0.914 X 6.10 M) ESPESOR 1/4""(6.4 MM)",false,0,0,5001.92,6002.304,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,280.0000,,VENTAS,PLACA,N,N,S
"P 4´X 8´ E 1/4""",,"PLACA 4´X 8´(1.22 X 2.44 M) ESPESOR 1/4""(6.4 MM)",false,0,0,2627.4,3152.88,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,150.0000,,VENTAS,PLACA,N,N,S
"P 4´X 10´ E 1/4""",,"PLACA 4´X 10´(1.22 X 3.05 M) ESPESOR 1/4""(6.4 MM)",false,0,0,3275.492,3930.5904,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,187.0000,,VENTAS,PLACA,N,N,S
"P 4´X 20´ E 1/4""",,"PLACA 4´X 20´(1.22 X 6.10 M) ESPESOR 1/4""(6.4 MM)",false,0,0,6533.468,7840.1616,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,373.0000,,VENTAS,PLACA,N,N,S
"P 5´X 20´ E 1/4""",,"PLACA 5´X 20´(1.52 X 6.10 M) ESPESOR 1/4""(6.4 MM)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,468.0000,,VENTAS,PLACA,N,N,S
"P 6´X 20´ E 1/4""",,"PLACA 6´X 20´(1.83 X 6.10 M) ESPESOR 1/4""(6.4 MM)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,562.0000,,VENTAS,PLACA,N,N,S
"P 8´X 20´ E 1/4""",,"PLACA 8´X 20´(2.44 X 6.10 M) ESPESOR 1/4""(6.4 MM)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,749.0000,,VENTAS,PLACA,N,N,S
"P 3´X 8´ E 3/16""",,"PLACA 3´X 8´(0.914 X 2.44) ESPESOR 3/16""(4.8 MM)",false,0,0,1500.576,1800.6912,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,84.0000,,VENTAS,PLACA,N,N,S
"P 3´X 10´ E 3/16""",,"PLACA 3´X 10´(0.914 X 3.05 M) ESPESOR 3/16""(4.8 MM )",false,0,0,1875.72,2250.864,0.000000,0.000,0.000000,0.000,0.000000,0.000,-30.0000,105.0000,,VENTAS,PLACA,N,N,S
"P 3´X 20´ E 3/16""",,"PLACA 3´X 20´(0.914 X 6.10 M) ESPESOR 3/16""(4.8 MM)",false,0,0,3751.44,4501.728,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,210.0000,,VENTAS,PLACA,N,N,S
"P 4´X 8´ E 3/16""",,"PLACA 4´X 8´(1.22 X 2.44 M) ESPESOR 3/16""(4.8 MM)",false,0,0,1961.792,2354.1504,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,112.0000,,VENTAS,PLACA,N,N,S
"P 4´X 10´ E 3/16""",,"PLACA 4´X 10´(1.22 X 3.05 M) ESPESOR 3/16""(4.8 MM)",false,0,0,2452.24,2942.688,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,140.0000,,VENTAS,PLACA,N,N,S
"P 4´X 20´ E 3/16""",,"PLACA 4´X 20´(1.22 X 6.10 M) ESPESOR 3/16""(4.8 MM)",false,0,0,4904.48,5885.376,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,280.0000,,VENTAS,PLACA,N,N,S
"P 5´X 20´ E 3/16""",,"PLACA 5´X 20´(1.52 X 6.10 M) ESPESOR 3/16""(4.8 MM)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,351.0000,,VENTAS,PLACA,N,N,S
"P 6´X 20´ E 3/16""",,"PLACA 6´X 20´(1.83 X 6.10 M) ESPESOR 3/16""(4.8 MM)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,421.0000,,VENTAS,PLACA,N,N,S
"P 8´X 20´ E 3/16""",,"PLACA 8´X 20´(2.44 X 6.10 M) ESPESOR 3/16""(4.8 MM)",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,562.0000,,VENTAS,PLACA,N,N,S
LA 3´X 8´ C10,,LAMINA ANTIDERRAPANTE 3´X 8´(0.914 X 2.44 M) ESPESOR 3.42 MM CALIBRE 10,false,0,0,1193.44512,1432.134144,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,61.2400,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
LA 3´X 8´ C11,,LAMINA ANTIDERRAPANTE 3´X 8´(0.914 X 2.44 M) ESPESOR 3.04 MM CALIBRE 11,false,0,0,1060.73184,1272.878208,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,54.4300,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
LA 3´X 8´ C12,,LAMINA ANTIDERRAPANTE 3´X 8´(0.914 X 2.44 M) ESPESOR 2.66 MM CALIBRE 12,false,0,0,928.21344,1113.856128,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,47.6300,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
LA 3´X 8´ C13,,LAMINA ANTIDERRAPANTE 3´X 8´(0.914 X 2.44 M) ESPESOR 2.28 MM CALIBRE 13,false,0,0,795.50016,954.600192,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,40.8200,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
LA 3´X 8´C14,,LAMINA ANTIDERRAPANTE 3´X 8´(0.914 X 2.44 M) ESPESOR 1.91 MM CALIBRE 14,false,0,0,670.19232,804.230784,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,34.3900,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
"LA 3´X 8´ C1/8""",,"LAMINA ANTIDERRAPANTE 3´X 8´(0.914 X 2.44 M) ESPESOR 3.17 MM CALIBRE 1/8""",false,0,0,1167.52608,1401.031296,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,59.9100,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
"LA 3´X 8´ C3/16""",,"LAMINA ANTIDERRAPANTE 3´X 8´(0.914 X 2.44 M) ESPESOR 4.76 MM CALIBRE 3/16""",false,0,0,1663.49568,1996.194816,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,85.3600,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
"LA 3´X 8´ C1/4""",,"LAMINA ANTIDERRANTE 3´X 8´(0.914 X 2.44 M) ESPESOR 6.35 MM CALIBRE 1/4""",false,0,0,2217.7344,2661.28128,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,113.8000,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
LA 3´X 10´ C10,,LAMINA ANTIDERRAPANTE 3´X 10´(0.914 X 3.05 M) ESPESOR 3.42 MM CALIBRE 10,false,0,0,1491.61152,1789.933824,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,76.5400,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
LA 3´X 10´ C11,,LAMINA ANTIDERRAPANTE 3´X 10´(0.914 X 3.05 M) ESPESOR 3.04 MM CALIBRE 11,false,0,0,1332.9792,1599.57504,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,68.4000,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
LA 3´X 10´ C12,,LAMINA ANTIDERRAPANTE 3´X 10´(0.914 X 3.05 M) ESPESOR 2.66 MM CALIBRE 12,false,0,0,1383.648,1660.3776,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,71.0000,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
LA 3´X 10´C13,,LAMINA ANTIDERRAPANTE 3´X 10´(0.914 X3.05 M) ESPESOR 2.28 MM CALIBRE 13,false,0,0,994.47264,1193.367168,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,51.0300,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
LA 3´X 10´ C14,,LAMINA ANTIDERRAPANTE 3´X 10´(0.914 X 3.05 M) ESPESOR 1.91 MM CALIBRE 14,false,0,0,993.888,1192.6656,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,51.0000,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
"LA 3´X 10´ C1/8""",,"LAMINA ANTIDERRAPANTE 3´X 10´(0.914 X 3.05 M) ESPESOR 3.17 MM CALIBRE 1/8""",false,0,0,1636.992,1964.3904,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,84.0000,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
"LA 3´X 10´ C3/16""",,"LAMINA ANTIDERRAPANTE 3´X 10´(0.914 X 3.05 M) ESPESOR 4.76 MM CALIBRE 3/16""",false,0,0,2299.584,2759.5008,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,118.0000,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
"LA 3´X 10´ C1/4""",,"LAMINA ANTIDERRAPANTE 3´X 10´(0.914 X 3.05 M) ESPESOR 6.35 MM CALIBR 1/4""",false,0,0,2981.664,3577.9968,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,153.0000,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
LA 4´X 8´ C10,,LAMINA ANTIDERRAPANTE 4´X 8´(1.22 X 2.44 M) ESPESOR 3.42 MM CALIBRE 10,false,0,0,1572.44496,1886.933952,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,81.6600,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
LA 4´X 8´ C11,,LAMINA ANTIDERRAPANTE 4´X 8´(1.22 X 2.44 M) ESPESOR 3.04 MM CALIBRE 11,false,0,0,1397.40792,1676.889504,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,72.5700,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
LA 4´X 8´ C12,,LAMINA ANTIDERRAPANTE 4´X 8´(1.22 X 2.44 M) ESPESOR 2.66 MM CALIBRE 12,false,0,0,1222.756,1467.3072,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,63.5000,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
LA 4´X 8´ C13,,LAMINA ANTIDERRAPANTE 4´X 8´(1.22 X 2.44 M) ESPESOR 2.28 MM CALIBRE 13,false,0,0,1048.10408,1257.724896,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,54.4300,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
LA 4´X 8´ C14,,LAMINA ANTIDERRAPANTE 4´X 8´(1.22 X 2.44 M) ESPESOR 1.91 MM CALIBRE 14,false,0,0,873.45216,1048.142592,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,45.3600,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
"LA 4´X 8´ C1/8""",,"LAMINA ANTIDERRAPANTE 4´X 8´(1.22 X 2.44 M) ESPESOR 3.17 MM CALIBRE 1/8""",false,0,0,1440.3488,1728.41856,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,74.8000,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
"LA 4´X 8´ C3/16""",,"LAMINA ANTIDERRAPANTE 4´X 8´(1.22 X 2.44 M) ESPESOR 4.76 MM CALIBRE 3/16""",false,0,0,2191.52536,2629.830432,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,113.8100,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
"LA 4´X 8´ C1/4""",,"LAMINA ANTIDERRAPANTE 4´X 8´(1.22 X 2.44 M) ESPESOR 6.35 MM CALIBRE 1/4""",false,0,0,2921.1352,3505.36224,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,151.7000,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
LA 4´X 10´ C10,,LAMINA ANTIDERRAPANTE 4´X 10´(1.22 X 3.05 M) ESPESOR 3.42 MM CALIBRE 10,false,0,0,1965.26736,2358.320832,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,102.0600,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
LA 4´X 10´ C11,,LAMINA ANTIDERRAPANTE 4´X 10´(1.22 X 3.05 M) ESPESOR 3.04 MM CALIBRE 11,false,0,0,1746.90432,2096.285184,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,90.7200,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
LA 4´X 10´ C12,,LAMINA ANTIDERRAPANTE 4´X 10´(1.22 X 3.05 M) ESPESOR 2.66 MM CALIBRE 12,false,0,0,1829.32,2195.184,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,95.0000,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
LA 4´X 10´ C13,,LAMINA ANTIDERRAPANTE 4´X 10´(1.22 X 3.05 M) ESPESOR 2.28 MM CALIBRE 13,false,0,0,1310.17824,1572.213888,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,68.0400,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
LA 4´X 10´ C14,,LAMINA ANTIDERRAPANTE 4´X 10´(1.22 X 3.05 M) ESPESOR 1.91 MM CALIBRE 14,false,0,0,1309.408,1571.2896,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,68.0000,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
"LA 4´X 10´ C1/8""",,"LAMINA ANTIDERRAPANTE 4´X 10´(1.22 X 3.05 M) ESPESOR 3.17 MM CALIBRE 1/8""",false,0,0,2156.672,2588.0064,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,112.0000,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
"LA 4´X 10´ C3/16""",,"LAMINA ANTIDERRAPANTE 4´X 10´(1.22 X 3.05 M) ESPESOR 4.76 MM CALIBRE 3/16""",false,0,0,3042.448,3650.9376,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,158.0000,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
"LA 4´X 10´ C1/4""",,"LAMINA ANTIDERRAPANTE 4´X 10´(1.22 X 3.05 M) ESPESOR 6.35 MM CALIBRE 1/4""",false,0,0,3928.224,4713.8688,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,204.0000,,VENTAS,LAMINA ANTIDERRAPANTE,N,N,S
"S6 1/8 X 1/2""",,"SOLERA 1/8"" X 1/2"" ANCHO",false,0,0,47.55072,57.060864,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1.9520,,VENTAS,SOLERA,N,N,S
"S6 1/8 X 5/8""",,"SOLERA 1/8 X 5/8"" ANCHO",false,0,0,55.6452,66.77424,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,2.3400,,VENTAS,SOLERA,N,N,S
"S6 1/8 X 3/4""",,"SOLERA 1/8 X 3/4"" ANCHO",false,0,0,68.4864,82.18368,0.000000,0.000,0.000000,0.000,0.000000,0.000,-7.0000,2.8800,,VENTAS,SOLERA,N,N,S
"S6 1/8 X 1""",,"SOLERA 1/8 X 1"" ANCHO",false,0,0,91.38654,109.663848,0.000000,0.000,0.000000,0.000,0.000000,0.000,-1.0000,3.8430,,VENTAS,SOLERA,N,N,S
"S6 1/8 X 1 1/4""",,"SOLERA 1/8 X 1 1/4"" ANCHO",false,0,0,114.59582,137.514984,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,4.8190,,VENTAS,SOLERA,N,N,S
"IPR 4 X 4""-19.3-12",,"VIGA IPR 4X4""-KG/M 19.3 M 12.20",false,0,0,5735.8056,6882.96672,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,235.4600,,VENTAS,VIGA,N,N,S
"IPR 5 X 5""-23.8-12",,"VIGA IPR 5X5""-KG/M 23.8 M 12.20",false,0,0,7073.1696,8487.80352,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,290.3600,,VENTAS,VIGA,N,N,S
"IPR 5 X 5""-28.3-12",,"VIGA IPR 5X5""-KG/M 28.3 M 12.20",false,0,0,8410.5336,10092.64032,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,345.2600,,VENTAS,VIGA,N,N,S
"IPR 6 X 4""-12.6-12",,"VIGA IPR 6X4""-KG/M 12.6 M 12.20",false,0,0,3744.6192,4493.54304,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,153.7200,,VENTAS,VIGA,N,N,S
"IPR 6 X 4""-13.5-12",,"VIGA IPR 6X4""-KG/M 13.5 M 12.20",false,0,0,4012.092,4814.5104,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,164.7000,,VENTAS,VIGA,N,N,S
"S6 1/8 X 1 1/2""",,"SOLERA 1/8 X 1 1/2"" ANCHO",false,0,0,137.8051,165.36612,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,5.7950,,VENTAS,SOLERA,N,N,S
"S6 1/8 X 2""",,"SOLERA 1/8 X 2"" ANCHO",false,0,0,184.22366,221.068392,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,7.7470,,VENTAS,SOLERA,N,N,S
